-1.266285777091979980e-02,1.115886211395263672e+00,-2.111041173338890076e-02,1.107824087142944336e+00
1.168675720691680908e-01,-2.295899868011474609e+00,4.058818519115447998e-02,-2.310536146163940430e+00
2.684632539749145508e-01,-1.836509406566619873e-01,2.504449188709259033e-01,-1.829484701156616211e-01
1.259706735610961914e+00,-1.847954511642456055e+00,1.224503159523010254e+00,-1.836833477020263672e+00
1.206760168075561523e+00,1.898214221000671387e-01,1.206914663314819336e+00,2.286491990089416504e-01
4.212076067924499512e-01,-1.515698432922363281e+00,3.737828731536865234e-01,-1.494568467140197754e+00
6.363190412521362305e-01,2.279276609420776367e+00,6.557525396347045898e-01,2.289317607879638672e+00
6.928162574768066406e-01,8.903478980064392090e-01,6.886559724807739258e-01,8.854054212570190430e-01
-9.461284875869750977e-01,2.953099906444549561e-01,-9.400800466537475586e-01,2.945635318756103516e-01
4.664390087127685547e-01,-1.464128017425537109e+00,4.274062216281890869e-01,-1.450203657150268555e+00
-7.776018381118774414e-01,1.188336834311485291e-01,-7.862597107887268066e-01,1.187628433108329773e-01
1.771874129772186279e-01,1.783764004707336426e+00,1.487627327442169189e-01,1.791762113571166992e+00
-7.535338401794433594e-01,-1.599130988121032715e+00,-7.940536141395568848e-01,-1.592916131019592285e+00
9.375456571578979492e-01,-1.688506960868835449e+00,8.874555230140686035e-01,-1.680987596511840820e+00
-3.407401144504547119e-01,-1.400832653045654297e+00,-3.706117868423461914e-01,-1.391871809959411621e+00
3.003688454627990723e-01,3.045648634433746338e-01,3.024235367774963379e-01,3.207671344280242920e-01
6.869187355041503906e-01,-2.109562397003173828e+00,6.372616887092590332e-01,-2.109999179840087891e+00
-1.340436577796936035e+00,-4.445467591285705566e-01,-1.351310133934020996e+00,-4.402934610843658447e-01
9.675742387771606445e-01,1.146828889846801758e+00,9.594730138778686523e-01,1.151628494262695312e+00
-3.524216115474700928e-01,5.602167844772338867e-01,-3.627277016639709473e-01,5.656483173370361328e-01
-5.788151025772094727e-01,-1.165222898125648499e-01,-5.828230381011962891e-01,-1.163543164730072021e-01
-1.397642254829406738e+00,-2.146528005599975586e+00,-1.465532898902893066e+00,-2.160361051559448242e+00
9.194035530090332031e-01,1.636821985244750977e+00,9.312662482261657715e-01,1.635403990745544434e+00
1.782981604337692261e-01,-2.162994146347045898e+00,1.056285277009010315e-01,-2.160794496536254883e+00
-1.631645858287811279e-01,1.225447535514831543e+00,-1.704642772674560547e-01,1.219720482826232910e+00
-4.914458096027374268e-01,3.525685667991638184e-01,-4.996850490570068359e-01,3.480226695537567139e-01
2.989705204963684082e-01,-2.690560221672058105e-01,2.819266915321350098e-01,-2.663109004497528076e-01
-9.335204958915710449e-02,-1.935862779617309570e+00,-1.851587742567062378e-01,-1.908328413963317871e+00
1.386926293373107910e+00,-1.794502615928649902e+00,1.342393755912780762e+00,-1.784643888473510742e+00
1.052637338638305664e+00,7.203617691993713379e-01,1.055324792861938477e+00,7.011693120002746582e-01
3.514271974563598633e-01,-3.508398532867431641e-01,3.398427665233612061e-01,-3.432385623455047607e-01
7.895097732543945312e-01,1.942019820213317871e+00,7.972368001937866211e-01,1.942265629768371582e+00
-2.803254425525665283e-01,-2.267380952835083008e+00,-3.653344810009002686e-01,-2.260147094726562500e+00
-1.333486676216125488e+00,1.750548720359802246e+00,-1.331003904342651367e+00,1.759164810180664062e+00
1.598061919212341309e-01,-5.384625792503356934e-01,1.427475363016128540e-01,-5.261539816856384277e-01
1.111372113227844238e+00,-2.909116744995117188e-01,1.139074087142944336e+00,-2.488515377044677734e-01
1.529950022697448730e+00,-2.773834466934204102e-01,1.563344359397888184e+00,-2.314291149377822876e-01
-9.523493051528930664e-01,-1.750709295272827148e+00,-9.962596297264099121e-01,-1.746654033660888672e+00
-1.102106928825378418e+00,1.493151903152465820e+00,-1.123336434364318848e+00,1.499725222587585449e+00
-1.179045736789703369e-01,-6.346840262413024902e-01,-1.276962608098983765e-01,-6.297851800918579102e-01
1.060687661170959473e+00,1.070046305656433105e+00,1.067935705184936523e+00,1.059362769126892090e+00
1.811849176883697510e-01,-1.339712262153625488e+00,1.322198510169982910e-01,-1.322963714599609375e+00
1.919312775135040283e-01,-1.210640430450439453e+00,1.504424810409545898e-01,-1.193437218666076660e+00
9.119857549667358398e-01,8.637762069702148438e-01,9.125429987907409668e-01,8.653591871261596680e-01
-7.907055616378784180e-01,1.119165658950805664e+00,-7.986803650856018066e-01,1.155919790267944336e+00
-1.017148375511169434e+00,-1.669419884681701660e+00,-1.054949045181274414e+00,-1.660126328468322754e+00
4.316779077053070068e-01,6.955291628837585449e-01,4.311023950576782227e-01,6.992869973182678223e-01
-8.499323129653930664e-01,-2.056878805160522461e+00,-9.023026823997497559e-01,-2.069722175598144531e+00
8.983291387557983398e-01,-1.301730394363403320e+00,8.646692633628845215e-01,-1.292269825935363770e+00
1.808948516845703125e-01,-1.338683843612670898e+00,1.312095671892166138e-01,-1.321384310722351074e+00
-9.557566642761230469e-01,2.322380542755126953e+00,-9.819815158843994141e-01,2.362445831298828125e+00
7.154000997543334961e-01,-3.154189139604568481e-02,7.054272890090942383e-01,-7.411981001496315002e-03
9.427611827850341797e-01,1.330140113830566406e+00,9.364485144615173340e-01,1.328150033950805664e+00
9.228790402412414551e-01,1.383663177490234375e+00,9.147121906280517578e-01,1.379961133003234863e+00
1.497156858444213867e+00,6.045678853988647461e-01,1.497195363044738770e+00,6.483704447746276855e-01
-7.793411612510681152e-02,-4.586527943611145020e-01,-8.597311377525329590e-02,-4.458168447017669678e-01
-1.469565510749816895e+00,-2.181143999099731445e+00,-1.568490862846374512e+00,-2.197890758514404297e+00
-6.559560298919677734e-01,-1.124610424041748047e+00,-6.819365620613098145e-01,-1.122519135475158691e+00
1.465330481529235840e+00,2.050539493560791016e+00,1.513974666595458984e+00,2.041367530822753906e+00
-2.392028868198394775e-01,-8.123426437377929688e-01,-2.341495603322982788e-01,-7.992969751358032227e-01
-7.014095783233642578e-01,-1.385770201683044434e+00,-7.267230749130249023e-01,-1.384813427925109863e+00
-1.412478208541870117e+00,-7.312820106744766235e-02,-1.407019734382629395e+00,-7.750353217124938965e-02
2.895641028881072998e-01,1.381449818611145020e+00,2.682899236679077148e-01,1.372356057167053223e+00
-8.377083539962768555e-01,-3.645483255386352539e-01,-8.538063168525695801e-01,-3.692201375961303711e-01
-1.415902376174926758e+00,-2.065496206283569336e+00,-1.478130102157592773e+00,-2.081507444381713867e+00
-9.434953927993774414e-01,1.884464740753173828e+00,-9.592315554618835449e-01,1.894744396209716797e+00
-7.401793003082275391e-01,1.142162010073661804e-01,-7.482926845550537109e-01,1.101940050721168518e-01
1.286535382270812988e+00,-1.902855873107910156e+00,1.247099161148071289e+00,-1.898528456687927246e+00
7.321612238883972168e-01,7.281048893928527832e-01,7.328015565872192383e-01,7.271783351898193359e-01
-8.487523794174194336e-01,-1.375859141349792480e+00,-8.695229291915893555e-01,-1.373885631561279297e+00
-3.191054165363311768e-01,7.486695051193237305e-01,-3.239133059978485107e-01,7.555416226387023926e-01
1.559330105781555176e+00,-2.931913733482360840e-01,1.535116195678710938e+00,-3.563161492347717285e-01
-7.123991250991821289e-01,2.024352312088012695e+00,-7.383304238319396973e-01,2.040228366851806641e+00
